Drug,geneName,log2FoldChange,padj no NA
Enzalutamide,MICALL1,-0.143783958,1
Enzalutamide,AL031587.5,-0.063457593,1
Enzalutamide,C22orf23,-0.175535568,1
Enzalutamide,AL031587.3,-0.007065518,1
Enzalutamide,POLR2F,-0.066850253,1
Enzalutamide,SOX10,-1.478920015,1
Enzalutamide,PICK1,-0.095453121,1
Enzalutamide,SLC16A8,-0.008033247,1
Enzalutamide,BAIAP2L2,0.229428777,1
Enzalutamide,AL022322.1,-0.049496564,1
Enzalutamide,PLA2G6,-0.013032592,1
Enzalutamide,AL022322.2,-0.806572543,1
Enzalutamide,MAFF,-0.164659418,1
Enzalutamide,TMEM184B,-0.068860737,1
Enzalutamide,CSNK1E,0.003354807,1
Enzalutamide,TPTEP2,0.365984992,1
Enzalutamide,KCNJ4,-0.434179559,1
Enzalutamide,KDELR3,-0.155219385,1
Enzalutamide,DDX17,-0.093911867,1
Enzalutamide,DMC1,3.204175649,1
Enzalutamide,FAM227A,-0.11314351,1
Enzalutamide,CBY1,0.024859318,1
Enzalutamide,AL021707.4,0.729745384,1
Enzalutamide,AL021707.2,-0.133749065,1
Enzalutamide,TOMM22,-0.073190586,1
Enzalutamide,JOSD1,-0.135351354,1
Enzalutamide,GTPBP1,-0.090872593,1
Enzalutamide,PRDX3P1,0.668757622,1
Enzalutamide,SUN2,-0.112421256,1
Enzalutamide,AL021707.3,0.136395502,1
Enzalutamide,AL021707.8,-3.654456568,1
Enzalutamide,AL021707.1,3.191136834,1
Enzalutamide,AL021707.6,1.03837305,1
Enzalutamide,AL021707.7,-0.405624624,1
Enzalutamide,DNAL4,-0.131466732,1
Enzalutamide,NPTXR,-0.104274022,1
Enzalutamide,CBX6,-0.020155019,1
Enzalutamide,AL022318.1,0.736137348,1
Enzalutamide,APOBEC3A,0.378314528,1
Enzalutamide,APOBEC3B,-0.134074454,1
Enzalutamide,APOBEC3C,-0.208632738,1
Enzalutamide,APOBEC3F,0.057659699,1
Enzalutamide,APOBEC3G,0.683204164,1
Enzalutamide,APOBEC3H,-0.113914761,1
Enzalutamide,CBX7,-0.198727896,1
Enzalutamide,AL031846.2,0.609607437,1
Enzalutamide,PDGFB,0.207657378,1
Enzalutamide,AL031590.1,0.551585891,1
Enzalutamide,AL022326.1,-1.003403736,1
Enzalutamide,RPL3,-0.045472816,1
Enzalutamide,SNORD83A,0.230826802,1
Enzalutamide,SYNGR1,0.013401776,1
Enzalutamide,AL022326.2,-0.88547609,1
Enzalutamide,TAB1,-0.009633063,1
Enzalutamide,MGAT3,0.244426145,1
Enzalutamide,MIEF1,-0.024386409,1
Enzalutamide,ATF4,0.116769633,1
Enzalutamide,RPS19BP1,-0.010624789,1
Enzalutamide,CACNA1I,0.449918238,1
Enzalutamide,UQCRFS1P1,-0.109944152,1
Enzalutamide,Z82206.1,0,1
Enzalutamide,FAM83F,-0.145183374,1
Enzalutamide,Z83847.1,0.465404292,1
Enzalutamide,TNRC6B,0.028801917,1
Enzalutamide,ADSL,0.022948329,1
Enzalutamide,AL022238.4,-1.478332327,1
Enzalutamide,SGSM3,0.039727712,1
Enzalutamide,AL022238.2,-0.954645932,1
Enzalutamide,MRTFA,-0.111740771,1
Enzalutamide,AL022238.3,-1.85118751,1
Enzalutamide,RPL4P6,-0.843587593,1
Enzalutamide,SLC25A17,0.085050289,1
Enzalutamide,ST13,-0.06737371,1
Enzalutamide,XPNPEP3,-0.019726833,1
Enzalutamide,DNAJB7,1.577233105,1
Enzalutamide,RBX1,-0.044985937,1
Enzalutamide,AL080243.2,-0.102831072,1
Enzalutamide,AL080243.1,1.53552713,1
Enzalutamide,EP300,0.01184316,1
Enzalutamide,AL035658.1,0.007140057,1
Enzalutamide,EP300-AS1,-0.331416716,1
Enzalutamide,LRRC37A14P,-1.214533363,1
Enzalutamide,L3MBTL2,-0.073058252,1
Enzalutamide,AL035681.1,2.561348013,1
Enzalutamide,CHADL,-0.34140834,1
Enzalutamide,RANGAP1,-0.061833692,1
Enzalutamide,ZC3H7B,-0.098036016,1
Enzalutamide,TEF,-0.032065102,1
Enzalutamide,AL008582.1,-0.470578833,1
Enzalutamide,TOB2,-0.230927779,0.005430358
Enzalutamide,PHF5A,-0.048214823,1
Enzalutamide,ACO2,-0.049273735,1
Enzalutamide,POLR3H,-0.041313526,1
Enzalutamide,CSDC2,-0.893587458,1
Enzalutamide,PMM1,0.020425088,1
Enzalutamide,DESI1,-0.094715812,1
Enzalutamide,XRCC6,-0.057713231,1
Enzalutamide,SNU13,-0.074906789,1
Enzalutamide,Z83840.1,0.078302831,1
Enzalutamide,RNU6-476P,0.968934215,1
Enzalutamide,C22orf46,0.093636288,1
Enzalutamide,MEI1,0.644901317,1
Enzalutamide,CCDC134,0.187189188,1
Enzalutamide,SREBF2-AS1,0.378588411,1
Enzalutamide,SREBF2,-0.101805676,1
Enzalutamide,SHISA8,-1.302168998,1
Enzalutamide,TNFRSF13C,-0.521050478,1
Enzalutamide,CENPM,0.029890918,1
Enzalutamide,LINC00634,-0.170598857,1
Enzalutamide,03-Sep,0.028290314,1
Enzalutamide,Z99716.1,-0.889389482,1
Enzalutamide,WBP2NL,0.89763359,1
Enzalutamide,SLC25A5P1,0.968930725,1
Enzalutamide,NAGA,-0.134928177,1
Enzalutamide,PHETA2,0.359148581,1
Enzalutamide,SMDT1,0.00142756,1
Enzalutamide,NDUFA6,-0.02226023,1
Enzalutamide,AL021878.2,-0.668000193,1
Enzalutamide,NDUFA6-DT,-0.104371316,1
Enzalutamide,OLA1P1,-0.129264283,1
Enzalutamide,CYP2D6,-0.215817115,1
Enzalutamide,AC254562.1,0.933471108,1
Enzalutamide,AC254562.2,-2.438930904,1
Enzalutamide,AC254562.3,0.425452085,1
Enzalutamide,CYP2D7,0.870229447,1
Enzalutamide,CYP2D8P,2.434001616,1
Enzalutamide,TCF20,-0.068969884,1
Enzalutamide,OGFRP1,-0.37014763,1
Enzalutamide,Z83851.1,-0.203925293,1
Enzalutamide,Z83851.2,-0.055797491,1
Enzalutamide,LINC01315,-0.244730419,1
Enzalutamide,NFAM1,0.325329652,1
Enzalutamide,AL022316.1,0.95558132,1
Enzalutamide,SERHL,0.217524973,1
Enzalutamide,RRP7A,-0.070224531,1
Enzalutamide,SERHL2,-0.422062686,1
Enzalutamide,RRP7BP,0.027600381,1
Enzalutamide,RN7SKP80,0.472082854,1
Enzalutamide,POLDIP3,-0.028578985,1
Enzalutamide,Z93241.1,-0.587135543,1
Enzalutamide,CYB5R3,-0.059703437,1
Enzalutamide,ATP5MGL,-0.979858794,1
Enzalutamide,A4GALT,-0.298836409,1
Enzalutamide,RPL5P34,-0.30649924,1
Enzalutamide,AL049757.1,0.86815679,1
Enzalutamide,ARFGAP3,-0.079206172,1
Enzalutamide,PACSIN2,-0.13139852,1
Enzalutamide,AL022476.1,-0.716377988,1
Enzalutamide,TTLL1,0.057185946,1
Enzalutamide,AL022237.1,1.46934781,1
Enzalutamide,BIK,0.086998362,1
Enzalutamide,MCAT,-0.050153038,1
Enzalutamide,TSPO,-0.062279794,1
Enzalutamide,TTLL12,-0.225917478,1
Enzalutamide,SCUBE1,0.366148881,1
Enzalutamide,EFCAB6,-0.231304562,1
Enzalutamide,Z97055.2,0.34223101,1
Enzalutamide,SULT4A1,-0.185045257,1
Enzalutamide,PNPLA3,0.289068591,1
Enzalutamide,SAMM50,0.000372878,1
Enzalutamide,AL035398.1,0.831203673,1
Enzalutamide,PARVB,-0.045851002,1
Enzalutamide,AL033543.1,0.007140091,1
Enzalutamide,AL031595.3,-0.276372914,1
Enzalutamide,PARVG,-0.491628159,1
Enzalutamide,SHISAL1,0.19103329,1
Enzalutamide,RTL6,-0.044386127,1
Enzalutamide,KRT18P23,1.01655487,1
Enzalutamide,PRR5,-0.147497353,1
Enzalutamide,PRR5-ARHGAP8,0.855175385,1
Enzalutamide,ARHGAP8,-0.264906247,1
Enzalutamide,PHF21B,0.80006718,1
Enzalutamide,AL079301.1,2.8787227,1
Enzalutamide,NUP50-DT,-0.161280169,1
Enzalutamide,Z82243.1,-0.233365561,1
Enzalutamide,NUP50,0.038278296,1
Enzalutamide,AL008718.3,-0.88069215,1
Enzalutamide,KIAA0930,-0.029891976,1
Enzalutamide,MIR1249,0.950989787,1
Enzalutamide,AL008718.2,-0.029312291,1
Enzalutamide,UPK3A,0.120118648,1
Enzalutamide,FAM118A,0.129001857,1
Enzalutamide,SMC1B,-1.614975177,1
Enzalutamide,FBLN1,-0.068620912,1
Enzalutamide,LINC01589,0.007140087,1
Enzalutamide,Z95331.1,-0.005063729,1
Enzalutamide,ATXN10,-0.027051568,1
Enzalutamide,BX324167.2,0.796895682,1
Enzalutamide,BX324167.1,1.821315319,1
Enzalutamide,WNT7B,-0.610619453,1
Enzalutamide,BX537318.2,-1.065995304,1
Enzalutamide,BX537318.1,0.077158687,1
Enzalutamide,LINC00899,0.095351857,1
Enzalutamide,PRR34,0.010623334,1
Enzalutamide,AL121672.3,-0.003451969,1
Enzalutamide,PRR34-AS1,-0.021519327,1
Enzalutamide,MIRLET7BHG,-0.325937217,1
Enzalutamide,AL121672.1,-0.441586493,1
Enzalutamide,AL121672.2,0.049776381,1
Enzalutamide,PPARA,-0.034853032,1
Enzalutamide,CDPF1,0.050920478,1
Enzalutamide,PKDREJ,-0.354528002,1
Enzalutamide,TTC38,-0.039352834,1
Enzalutamide,GTSE1-DT,-0.014669681,1
Enzalutamide,GTSE1,-0.112428531,1
Enzalutamide,TRMU,0.021242674,1
Enzalutamide,CELSR1,0.019307362,1
Enzalutamide,AL021392.1,-0.024437427,1
Enzalutamide,GRAMD4,0.005311202,1
Enzalutamide,CERK,0.081851647,1
Enzalutamide,AL118516.1,0.41294101,1
Enzalutamide,TBC1D22A,-0.054864066,1
Enzalutamide,FP325331.1,-2.180517286,1
Enzalutamide,LINC01644,0.007140102,1
Enzalutamide,LINC00898,0.172235958,1
Enzalutamide,AL117329.1,-0.168979798,1
Enzalutamide,FP325330.3,0.006064794,1
Enzalutamide,FAM19A5,3.180061717,1
Enzalutamide,LINC01310,0.007140039,1
Enzalutamide,C22orf34,-0.58208774,1
Enzalutamide,Z97192.2,-0.048381424,1
Enzalutamide,AL023802.1,0.125053014,1
Enzalutamide,BRD1,-0.156603849,1
Enzalutamide,Z98885.3,0.87796985,1
Enzalutamide,Z98885.2,0.001120843,1
Enzalutamide,AL117328.1,1.007539438,1
Enzalutamide,AL117328.2,-0.280278966,1
Enzalutamide,ZBED4,-0.067549537,1
Enzalutamide,ALG12,-0.094549015,1
Enzalutamide,AL671710.1,0.968928953,1
Enzalutamide,CRELD2,-0.176817445,1
Enzalutamide,PIM3,-0.113482284,1
Enzalutamide,IL17REL,-0.586096584,1
Enzalutamide,MOV10L1,0.110153564,1
Enzalutamide,PANX2,-0.012735839,1
Enzalutamide,TRABD,-0.037538998,1
Enzalutamide,AL022328.3,-0.205982975,1
Enzalutamide,AL022328.4,-0.213770843,1
Enzalutamide,SELENOO,-0.0238849,1
Enzalutamide,AL022328.1,-0.472209112,1
Enzalutamide,AL022328.2,0.115246393,1
Enzalutamide,TUBGCP6,-0.048404586,1
Enzalutamide,HDAC10,-0.076887723,1
Enzalutamide,MAPK12,0.095719803,1
Enzalutamide,MAPK11,-0.017456941,1
Enzalutamide,PLXNB2,-0.003867914,1
Enzalutamide,DENND6B,-0.13156448,1
Enzalutamide,PPP6R2,-0.102637057,1
Enzalutamide,SBF1,-0.114971056,1
Enzalutamide,ADM2,0.069888768,1
Enzalutamide,MIOX,-1.009360335,1
Enzalutamide,LMF2,-0.051500781,1
Enzalutamide,NCAPH2,-0.081659073,1
Enzalutamide,SCO2,0.011169226,1
Enzalutamide,SCO2.1,-1.557072678,1
Enzalutamide,U62317.2,0.104668831,1
Enzalutamide,TYMP,-0.039158428,1
Enzalutamide,ODF3B,-0.059867362,1
Enzalutamide,U62317.1,0,1
Enzalutamide,KLHDC7B,0.736062341,1
Enzalutamide,SYCE3,0.046665924,1
Enzalutamide,CPT1B,0.555433638,1
Enzalutamide,CHKB-CPT1B,-0.179275084,1
Enzalutamide,CHKB,-0.469204314,1
Enzalutamide,CHKB-DT,-0.198082683,1
Enzalutamide,U62317.3,-0.109112415,1
Enzalutamide,MAPK8IP2,-0.057390283,1
Enzalutamide,ARSA,-0.013551376,1
Enzalutamide,SHANK3,-0.226325121,1
Enzalutamide,ACR,0.33502907,1
Enzalutamide,AC002056.1,-0.405688886,1
Enzalutamide,RPL23AP82,0.032841553,1
Enzalutamide,RABL2B,-0.039186632,1
Enzalutamide,PLCXD1,-0.201172675,1
Enzalutamide,GTPBP6,-0.033851534,1
Enzalutamide,LINC00685,0.324906492,1
Enzalutamide,PPP2R3B,-0.145058702,1
Enzalutamide,AL732314.6,0.01606148,1
Enzalutamide,AL732314.4,0.600815869,1
Enzalutamide,AL672277.1,0.53993509,1
Enzalutamide,CSF2RA,2.872179976,1
Enzalutamide,IL3RA,0.008021772,1
Enzalutamide,SLC25A6,-0.04135407,1
Enzalutamide,LINC00106,-0.655911092,1
Enzalutamide,ASMTL-AS1,0.262795321,1
Enzalutamide,ASMTL,-0.005192522,1
Enzalutamide,AKAP17A,0.037566237,1
Enzalutamide,DHRSX,-0.101526147,1
Enzalutamide,DHRSX-IT1,0.159219483,1
Enzalutamide,ZBED1,-0.111139709,1
Enzalutamide,CD99P1,0.116251484,1
Enzalutamide,CD99,-0.081776518,1
Enzalutamide,XG,-0.966065696,1
Enzalutamide,GYG2,0.019308358,1
Enzalutamide,ARSD,-0.022821329,1
Enzalutamide,ARSH,-0.014510988,1
Enzalutamide,ARSF,-1.478920635,1
Enzalutamide,PRKX,0.022402892,1
Enzalutamide,AC007685.1,-2.463694163,1
Enzalutamide,BX890604.2,-0.036705867,1
Enzalutamide,AC112656.1,0.50483103,1
Enzalutamide,NLGN4X,0.091439499,1
Enzalutamide,AC078991.1,-0.690685689,1
Enzalutamide,VCX3A,-0.141575939,1
Enzalutamide,PUDP,-0.055621374,1
Enzalutamide,MIR4767,-1.587095484,1
Enzalutamide,STS,-0.037110309,1
Enzalutamide,VCX,-0.033425542,1
Enzalutamide,PNPLA4,-0.081672014,1
Enzalutamide,AC078960.1,0.438761539,1
Enzalutamide,AC097626.1,0.146535228,1
Enzalutamide,VCX2,-0.188311313,1
Enzalutamide,VCX3B,-0.294870265,1
Enzalutamide,ANOS1,-0.057235006,1
Enzalutamide,TBL1X,-0.162111683,1
Enzalutamide,GPR143,0.055107355,1
Enzalutamide,SHROOM2,-0.24753146,1
Enzalutamide,EIF5P1,0.018685032,1
Enzalutamide,CLDN34,1.896657616,1
Enzalutamide,WWC3,-0.146776476,1
Enzalutamide,CLCN4,0.032415026,1
Enzalutamide,MID1,0.729204374,1
Enzalutamide,AC073529.1,0.197071717,1
Enzalutamide,HCCS,-0.020189792,1
Enzalutamide,RF00019.85,0,1
Enzalutamide,ARHGAP6,-0.128998437,1
Enzalutamide,AC004554.2,-0.260130555,1
Enzalutamide,MSL3,0.075297421,1
Enzalutamide,PRPS2,0.019402068,1
Enzalutamide,PSMA6P2,-0.344626235,1
Enzalutamide,TMSB4X,0.041640498,1
Enzalutamide,GPX1P1,-0.114176563,1
Enzalutamide,TCEANC,0.106269699,1
Enzalutamide,RAB9A,0.050817751,1
Enzalutamide,TRAPPC2,0.141775248,1
Enzalutamide,OFD1,0.44168953,1
Enzalutamide,GPM6B,-6.83E-05,1
Enzalutamide,GEMIN8,0.047226899,1
Enzalutamide,AC002524.1,0.144455793,1
Enzalutamide,NPM1P9,1.232289144,1
Enzalutamide,FANCB,0.114500898,1
Enzalutamide,MOSPD2,0.055008926,1
Enzalutamide,ASB9,1.606506856,1
Enzalutamide,ASB11,-0.954641631,1
Enzalutamide,PIGA,-0.204310614,1
Enzalutamide,VEGFD,0.001925408,1
Enzalutamide,PIR,-0.023846204,1
Enzalutamide,BMX,0.060229357,1
Enzalutamide,ACE2,1.498711137,1
Enzalutamide,AC097625.1,-0.165128677,1
Enzalutamide,GS1-594A7.3,-0.954653084,1
Enzalutamide,CLTRN,-0.216606417,1
Enzalutamide,CA5BP1,-0.113231054,1
Enzalutamide,CA5B,-0.007132328,1
Enzalutamide,AC112497.1,0.260689043,1
Enzalutamide,ZRSR2,-0.017306234,1
Enzalutamide,AP1S2,-0.118570206,1
Enzalutamide,GRPR,-0.355827635,1
Enzalutamide,AC078993.1,-0.58060207,1
Enzalutamide,AC073909.1,0.968922263,1
Enzalutamide,CTPS2,-0.042051488,1
Enzalutamide,SYAP1,0.000427097,1
Enzalutamide,TXLNG,0.024218058,1
Enzalutamide,RBBP7,-0.059503651,1
Enzalutamide,REPS2,-0.092585232,1
Enzalutamide,CBX1P2,0.947349908,1
Enzalutamide,NHS,0.152730442,1
Enzalutamide,SCML1,0.029074206,1
Enzalutamide,RAI2,-0.399393668,1
Enzalutamide,SCML2,0.082050154,1
Enzalutamide,TMSB10P2,-2.833175794,1
Enzalutamide,CDKL5,0.144809954,1
Enzalutamide,PPEF1,0.143383273,1
Enzalutamide,PHKA2-AS1,0.36100217,1
Enzalutamide,PHKA2,0.011131289,1
Enzalutamide,ADGRG2,-0.18316965,1
Enzalutamide,PDHA1,-0.059784994,1
Enzalutamide,MAP3K15,-2.579149912,1
Enzalutamide,SH3KBP1,0.029563848,1
Enzalutamide,BCLAF3,0.135327296,1
Enzalutamide,MAP7D2,-0.144636576,1
Enzalutamide,EIF1AX,0.040351999,1
Enzalutamide,RPS6KA3,-0.161577437,1
Enzalutamide,AL807742.1,-1.473809544,1
Enzalutamide,CNKSR2,-0.313260291,1
Enzalutamide,MBTPS2,-0.202360073,1
Enzalutamide,YY2,0.195426719,1
Enzalutamide,SMS,-0.226957513,1
Enzalutamide,PHEX,0.473606955,1
Enzalutamide,DDX53,0.276001527,1
Enzalutamide,FAM3C2,-0.089090145,1
Enzalutamide,PRDX4,-0.072507593,1
Enzalutamide,ACOT9,-0.206347167,1
Enzalutamide,AC131011.1,0.13395099,1
Enzalutamide,SAT1,-0.089151603,1
Enzalutamide,APOO,0.041113843,1
Enzalutamide,RPL9P7,-0.03723272,1
Enzalutamide,CXorf58,1.606227241,1
Enzalutamide,KLHL15,0.089795935,1
Enzalutamide,EIF2S3,0.050687442,1
Enzalutamide,ZFX-AS1,-0.640081372,1
Enzalutamide,ZFX,-0.002087967,1
Enzalutamide,AC004552.1,-0.138713934,1
Enzalutamide,PDK3,-0.009909969,1
Enzalutamide,AC004656.1,-0.115798965,1
Enzalutamide,POLA1,-0.007907463,1
Enzalutamide,EEF1B2P3,0.161545395,1
Enzalutamide,ARX,0.121524702,1
Enzalutamide,AC097263.1,0.090430287,1
Enzalutamide,MAGEB6B,0.954085852,1
Enzalutamide,MAGEB6,0.314373034,1
Enzalutamide,HMGA1P1,1.929329659,1
Enzalutamide,AC112493.1,-0.199587176,1
Enzalutamide,AC107419.1,0.706854028,1
Enzalutamide,AC006210.2,0.007140086,1
Enzalutamide,AC112495.1,1.049813129,1
Enzalutamide,IL1RAPL1,-0.012371262,1
Enzalutamide,AC002367.1,0.00714008,1
Enzalutamide,FTLP2,0.272816445,1
Enzalutamide,GK,0.066644812,1
Enzalutamide,AC112496.1,1.75146105,1
Enzalutamide,GK-AS1,-0.021595367,1
Enzalutamide,TAB3,0.162744733,1
Enzalutamide,FTHL17,-1.473751476,1
Enzalutamide,DMD,0.898063484,1
Enzalutamide,NPM1P8,2.212075887,1
Enzalutamide,TBCAP1,-0.053574846,1
Enzalutamide,AL591501.1,0.00714008,1
Enzalutamide,TMEM47,0.138015133,1
Enzalutamide,CFAP47,-0.004299782,1
Enzalutamide,BX842568.2,0.162790326,1
Enzalutamide,PRRG1,0.085766811,1
Enzalutamide,LANCL3,1.00312779,1
Enzalutamide,DYNLT3,0.134124966,1
Enzalutamide,AL121578.2,2.422192961,1
Enzalutamide,SYTL5,1.958710259,1
Enzalutamide,SRPX,-0.205995433,1
Enzalutamide,RPGR,0.120133488,1
Enzalutamide,TSPAN7,-0.108556916,1
Enzalutamide,AF241728.1,0.082838289,1
Enzalutamide,MID1IP1,0.030381274,1
Enzalutamide,MID1IP1-AS1,0.141979589,1
Enzalutamide,GAPDHP1,-0.020814998,1
Enzalutamide,AL592164.1,0.968929024,1
Enzalutamide,RPS11P7,1.938863416,1
Enzalutamide,BCOR,-0.029159143,1
Enzalutamide,ATP6AP2,0.00444038,1
Enzalutamide,CXorf38,-0.040882618,1
Enzalutamide,MED14,0.127179754,1
Enzalutamide,MED14OS,0.090507674,1
Enzalutamide,MKRN4P,-2.213345317,1
Enzalutamide,SDCBPP3,0.86636571,1
Enzalutamide,RPS2P55,-0.097020142,1
Enzalutamide,USP9X,0.061993764,1
Enzalutamide,DDX3X,0.000985217,1
Enzalutamide,CASK,0.031958073,1
Enzalutamide,AL627402.1,-0.02944356,1
Enzalutamide,GPR34,-0.887478852,1
Enzalutamide,ATP5MC2P4,-0.016474384,1
Enzalutamide,PINCR,0.567063743,1
Enzalutamide,IMPDH1P4,0.005668485,1
Enzalutamide,MAOA,-0.073284127,1
Enzalutamide,MAOB,-1.10316764,1
Enzalutamide,NDP,0.423564409,1
Enzalutamide,AL034370.1,0.013685117,1
Enzalutamide,EFHC2,-0.159949766,1
Enzalutamide,RRM2P3,-0.213836768,1
Enzalutamide,FDPSP5,-0.213284386,1
Enzalutamide,CHTF8P1,1.224192779,1
Enzalutamide,RPSAP61,-0.173074834,1
Enzalutamide,DUSP21,-0.89208676,1
Enzalutamide,KDM6A,0.219585838,1
Enzalutamide,CXorf36,0.394473041,1
Enzalutamide,AC136489.1,0.01926764,1
Enzalutamide,LINC01204,0.007140036,1
Enzalutamide,KRT8P14,-2.847693787,1
Enzalutamide,MIR222HG,0.570999157,1
Enzalutamide,LINC02595,1.353674947,1
Enzalutamide,KRT18P68,-0.384269049,1
Enzalutamide,ACTBP1,-1.479262671,1
Enzalutamide,GAPDHP65,0.149662972,1
Enzalutamide,KRBOX4,0.396016701,1
Enzalutamide,AL139811.1,2.868734957,1
Enzalutamide,ZNF674,0.12295914,1
Enzalutamide,ZNF674-AS1,-0.070286689,1
Enzalutamide,CHST7,-0.409186169,1
Enzalutamide,SLC9A7,0.183431185,1
Enzalutamide,PGAM1P7,0.133464563,1
Enzalutamide,AL512633.1,-0.418532548,1
Enzalutamide,RP2,0.125518822,1
Enzalutamide,LINC01545,-0.794583613,1
Enzalutamide,JADE3,0.032449093,1
Enzalutamide,RNU12-2P,-1.477967483,1
Enzalutamide,NDUFB11,-0.047922083,1
Enzalutamide,RBM10,-0.079359747,1
Enzalutamide,UBA1,-0.100371824,1
Enzalutamide,INE1,-0.15329724,1
Enzalutamide,CDK16,-0.038812644,1
Enzalutamide,USP11,-0.04296759,1
Enzalutamide,ZNF41,-0.117965987,1
Enzalutamide,LINC01560,0.150249313,1
Enzalutamide,NUS1P1,0.159196,1
Enzalutamide,ARAF,-0.053357998,1
Enzalutamide,SYN1,-0.544707525,1
Enzalutamide,TIMP1,0,1
Enzalutamide,CFP,-1.419125081,1
Enzalutamide,ELK1,-0.17120868,1
Enzalutamide,UXT,0.038385816,1
Enzalutamide,UXT-AS1,0.194668355,1
Enzalutamide,WASF4P,-0.155881178,1
Enzalutamide,ZNF81,0.054369798,1
Enzalutamide,RPL7P57,-0.00593102,1
Enzalutamide,ZNF182,0.245383874,1
Enzalutamide,SPACA5,0.726385849,1
Enzalutamide,SPACA5B,0.723094816,1
Enzalutamide,SSX1,0.214029805,1
Enzalutamide,AC245047.8,1.858240981,1
Enzalutamide,SSX4,-0.275088269,1
Enzalutamide,SSX4B,-0.207167614,1
Enzalutamide,SLC38A5,-0.001733867,1
Enzalutamide,FTSJ1,-0.01109545,1
Enzalutamide,AF196972.1,-0.2496366,1
Enzalutamide,PORCN,0.02096449,1
Enzalutamide,EBP,-0.071711415,1
Enzalutamide,TBC1D25,-0.142379733,1
Enzalutamide,AC115618.1,-0.49008232,1
Enzalutamide,RBM3,0.053678462,1
Enzalutamide,AC115618.2,0.053075529,1
Enzalutamide,AC115618.3,-0.064669471,1
Enzalutamide,WDR13,-0.048695865,1
Enzalutamide,VN1R110P,0.007140089,1
Enzalutamide,WAS,0.011512702,1
Enzalutamide,SUV39H1,-0.101443153,1
Enzalutamide,AC231533.1,0.005601282,1
Enzalutamide,GLOD5,0.00279339,1
Enzalutamide,AC231533.2,1.431532839,1
Enzalutamide,GATA1,-0.877356946,1
Enzalutamide,HDAC6,-0.064532298,1
Enzalutamide,ERAS,-1.483967957,1
Enzalutamide,PCSK1N,-0.161317266,1
Enzalutamide,TIMM17B,0.021675877,1
Enzalutamide,PQBP1,0.079404209,1
Enzalutamide,SLC35A2,-0.041429325,1
Enzalutamide,PIM2,-0.090495427,1
Enzalutamide,OTUD5,-0.092077188,1
Enzalutamide,AC233300.1,0.0061281,1
Enzalutamide,RNU6-722P,-0.424462065,1
Enzalutamide,KCND1,0.590806516,1
Enzalutamide,GRIPAP1,-0.079464016,1
Enzalutamide,TFE3,-0.064262275,1
Enzalutamide,CCDC120,-0.121970868,1
Enzalutamide,PRAF2,-0.056990235,1
Enzalutamide,WDR45,-0.048427964,1
Enzalutamide,RNU4-52P,-0.04954381,1
Enzalutamide,GPKOW,-0.14363264,1
Enzalutamide,RN7SL262P,0.1151749,1
Enzalutamide,AC231657.2,-1.143746022,1
Enzalutamide,MAGIX,0.170907161,1
Enzalutamide,PLP2,-0.129611481,1
Enzalutamide,PRICKLE3,-0.068712276,1
Enzalutamide,SYP,0.047446062,1
Enzalutamide,HSPB1P2,-0.334448431,1
Enzalutamide,CCDC22,-0.089004737,1
Enzalutamide,FOXP3,-0.007536245,1
Enzalutamide,PPP1R3F,-0.023587151,1
Enzalutamide,AC232271.1,0.016788043,1
Enzalutamide,GAGE10,0.364502918,1
Enzalutamide,GAGE12J,0.123922748,1
Enzalutamide,GAGE13,0.160481389,1
Enzalutamide,GAGE2E,0.143027118,1
Enzalutamide,GAGE12F,0.211667003,1
Enzalutamide,GAGE12E,2.807217737,1
Enzalutamide,GAGE12G,0.188492547,1
Enzalutamide,GAGE1,0.017668507,1
Enzalutamide,GAGE2A,-0.160511821,1
Enzalutamide,VDAC1P2,-0.474270692,1
Enzalutamide,PAGE1,0.298769228,1
Enzalutamide,PAGE4,0.103937605,1
Enzalutamide,USP27X-AS1,-0.024084163,1
Enzalutamide,USP27X,-0.239180188,1
Enzalutamide,CLCN5,0.142251912,1
Enzalutamide,CCNB3,-0.077424981,1
Enzalutamide,DGKK,-0.708315338,1
Enzalutamide,SHROOM4,1.9244617,1
Enzalutamide,H3F3AP5,-1.473808051,1
Enzalutamide,NUDT10,0.009223613,1
Enzalutamide,NUDT11,-0.055414642,1
Enzalutamide,CENPVL3,-0.078057215,1
Enzalutamide,CENPVL2,-1.492672607,1
Enzalutamide,CENPVL1,-1.492672607,1
Enzalutamide,GSPT2,-0.028832044,1
Enzalutamide,MAGED1,-0.097548138,1
Enzalutamide,IPO7P1,1.808743866,1
Enzalutamide,MAGED4B,-0.203501938,1
Enzalutamide,MAGED4,-0.204313936,1
Enzalutamide,XAGE1A,-0.141339893,1
Enzalutamide,XAGE1B,-0.14783664,1
Enzalutamide,SSX7,-1.851314897,1
Enzalutamide,SSX2,-0.293351861,1
Enzalutamide,SSX2B,-0.30698812,1
Enzalutamide,XAGE5,0.831289795,1
Enzalutamide,EIF4A2P4,0.997659067,1
Enzalutamide,FAM156B,0.06670458,1
Enzalutamide,FAM156A,0.050924742,1
Enzalutamide,GPR173,-0.902320084,1
Enzalutamide,TSPYL2,-0.127109775,1
Enzalutamide,KANTR,0.501952642,1
Enzalutamide,ACTG1P10,0.413459225,1
Enzalutamide,AL139396.1,-0.180076852,1
